,doc_id,sent_id,triple,head_idx,verb_idx,tail_idx,head_str,head_lemma,head_type,tail_str,tail_lemma,tail_type,main_verb,lemma_verb,cluster_verb
13024,175.0,13.0,vaccine induce sars-cov-2,5.0,8.0,24.0,vaccine,vaccine,CHEMICAL,sars-cov-2,sars-cov-2,CORONAVIRUS,could be offered,offer,induce
13025,175.0,13.0,coronavac await sars-cov-2,1.0,17.0,24.0,coronavac,coronavac,GENE_OR_GENOME,sars-cov-2,sars-cov-2,CORONAVIRUS,will await,await,await
13026,175.0,13.0,vaccine await sars-cov-2,5.0,17.0,24.0,vaccine,vaccine,CHEMICAL,sars-cov-2,sars-cov-2,CORONAVIRUS,will await,await,await
13027,175.0,13.0,coronavac observe sars-cov-2,1.0,21.0,24.0,coronavac,coronavac,GENE_OR_GENOME,sars-cov-2,sars-cov-2,CORONAVIRUS,containing,contain,observe
13028,175.0,13.0,vaccine observe sars-cov-2,5.0,21.0,24.0,vaccine,vaccine,CHEMICAL,sars-cov-2,sars-cov-2,CORONAVIRUS,containing,contain,observe
13029,176.0,2.0,volunteer randomize sars-cov-2,0.0,9.0,11.0,volunteers,volunteer,GROUP,sars-cov-2,sars-cov-2,CORONAVIRUS,randomised,randomise,randomize
13030,176.0,2.0,volunteer randomize turkey,0.0,9.0,15.0,volunteers,volunteer,GROUP,turkey,turkey,CHEMICAL,randomised,randomise,randomize
13031,176.0,2.0,covid-19 randomize sars-cov-2,5.0,9.0,11.0,covid-19,covid-19,CORONAVIRUS,sars-cov-2,sars-cov-2,CORONAVIRUS,randomised,randomise,randomize
13032,176.0,2.0,covid-19 randomize turkey,5.0,9.0,15.0,covid-19,covid-19,CORONAVIRUS,turkey,turkey,CHEMICAL,randomised,randomise,randomize
13033,176.0,2.0,volunteer observe turkey,0.0,13.0,15.0,volunteers,volunteer,GROUP,turkey,turkey,CHEMICAL,controlled,control,observe
13034,176.0,2.0,covid-19 observe turkey,5.0,13.0,15.0,covid-19,covid-19,CORONAVIRUS,turkey,turkey,CHEMICAL,controlled,control,observe
13035,176.0,2.0,sars-cov-2 observe turkey,11.0,13.0,15.0,sars-cov-2,sars-cov-2,CORONAVIRUS,turkey,turkey,CHEMICAL,controlled,control,observe
13036,176.0,4.0,k1 include health-care,0.0,2.0,3.0,k1,k1,ORG,health-care,health-care,GENE_OR_GENOME,included,include,include
13037,176.0,4.0,k1 include worker,0.0,2.0,4.0,k1,k1,ORG,workers,worker,GROUP,included,include,include
13038,176.0,4.0,k1 include health-care,0.0,2.0,9.0,k1,k1,ORG,health-care,health-care,GENE_OR_GENOME,included,include,include
13039,176.0,4.0,k1 include worker,0.0,2.0,10.0,k1,k1,ORG,workers,worker,GROUP,included,include,include
13040,176.0,4.0,k1 include k2,0.0,2.0,13.0,k1,k1,ORG,k2,k2,FAC,included,include,include
13041,176.0,4.0,k1 include cohort,0.0,2.0,14.0,k1,k1,ORG,cohort,cohort,GROUP,included,include,include
13042,176.0,4.0,cohort include health-care,1.0,2.0,3.0,cohort,cohort,GROUP,health-care,health-care,GENE_OR_GENOME,included,include,include
13043,176.0,4.0,cohort include worker,1.0,2.0,4.0,cohort,cohort,GROUP,workers,worker,GROUP,included,include,include
13044,176.0,4.0,cohort include health-care,1.0,2.0,9.0,cohort,cohort,GROUP,health-care,health-care,GENE_OR_GENOME,included,include,include
13045,176.0,4.0,cohort include worker,1.0,2.0,10.0,cohort,cohort,GROUP,workers,worker,GROUP,included,include,include
13046,176.0,4.0,cohort include k2,1.0,2.0,13.0,cohort,cohort,GROUP,k2,k2,FAC,included,include,include
13047,176.0,4.0,k1 include cohort,0.0,13.0,14.0,k1,k1,ORG,cohort,cohort,GROUP,including,include,include
13048,176.0,4.0,health-care include cohort,3.0,13.0,14.0,health-care,health-care,GENE_OR_GENOME,cohort,cohort,GROUP,including,include,include
13049,176.0,4.0,worker include cohort,4.0,13.0,14.0,workers,worker,GROUP,cohort,cohort,GROUP,including,include,include
13050,176.0,4.0,health-care include cohort,9.0,13.0,14.0,health-care,health-care,GENE_OR_GENOME,cohort,cohort,GROUP,including,include,include
13051,176.0,4.0,worker include cohort,10.0,13.0,14.0,workers,worker,GROUP,cohort,cohort,GROUP,including,include,include
13052,176.0,6.0,participant inactivate covid-19,0.0,6.0,21.0,participants,participant,GROUP,covid-19,covid-19,CORONAVIRUS,inactivated,inactivate,inactivate
13053,176.0,6.0,vaccine inactivate covid-19,3.0,6.0,21.0,vaccine,vaccine,CHEMICAL,covid-19,covid-19,CORONAVIRUS,inactivated,inactivate,inactivate
13054,176.0,6.0,participant adsorb covid-19,0.0,11.0,21.0,participants,participant,GROUP,covid-19,covid-19,CORONAVIRUS,adsorbed,adsorb,adsorb
13055,176.0,6.0,vaccine adsorb covid-19,3.0,11.0,21.0,vaccine,vaccine,CHEMICAL,covid-19,covid-19,CORONAVIRUS,adsorbed,adsorb,adsorb
13056,176.0,6.0,vaccine adsorb covid-19,6.0,11.0,21.0,vaccine,vaccine,CHEMICAL,covid-19,covid-19,CORONAVIRUS,adsorbed,adsorb,adsorb
13057,176.0,10.0,four allocate participant,1.0,22.0,27.0,four,four,CARDINAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13058,176.0,10.0,four allocate two,1.0,22.0,33.0,four,four,CARDINAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13059,176.0,10.0,four allocate vaccine,1.0,22.0,35.0,four,four,CARDINAL,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13060,176.0,10.0,participant allocate two,2.0,22.0,33.0,participants,participant,GROUP,two,two,CARDINAL,randomly allocated,allocate,allocate
13061,176.0,10.0,participant allocate vaccine,2.0,22.0,35.0,participants,participant,GROUP,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13062,176.0,10.0,vaccine allocate participant,3.0,22.0,27.0,vaccine,vaccine,CHEMICAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13063,176.0,10.0,vaccine allocate two,3.0,22.0,33.0,vaccine,vaccine,CHEMICAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13064,176.0,10.0,10 allocate participant,10.0,22.0,27.0,10,10,CARDINAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13065,176.0,10.0,10 allocate two,10.0,22.0,33.0,10,10,CARDINAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13066,176.0,10.0,10 allocate vaccine,10.0,22.0,35.0,10,10,CARDINAL,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13067,176.0,10.0,214 allocate participant,11.0,22.0,27.0,214,214,CARDINAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13068,176.0,10.0,214 allocate two,11.0,22.0,33.0,214,214,CARDINAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13069,176.0,10.0,214 allocate vaccine,11.0,22.0,35.0,214,214,CARDINAL,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13070,176.0,10.0,participant allocate two,12.0,22.0,33.0,participants,participant,GROUP,two,two,CARDINAL,randomly allocated,allocate,allocate
13071,176.0,10.0,participant allocate vaccine,12.0,22.0,35.0,participants,participant,GROUP,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13072,176.0,10.0,vaccine allocate participant,15.0,22.0,27.0,vaccine,vaccine,CHEMICAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13073,176.0,10.0,vaccine allocate two,15.0,22.0,33.0,vaccine,vaccine,CHEMICAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13074,176.0,10.0,3568 allocate participant,17.0,22.0,27.0,3568,3568,CARDINAL,participants,participant,GROUP,randomly allocated,allocate,allocate
13075,176.0,10.0,3568 allocate two,17.0,22.0,33.0,3568,3568,CARDINAL,two,two,CARDINAL,randomly allocated,allocate,allocate
13076,176.0,10.0,3568 allocate vaccine,17.0,22.0,35.0,3568,3568,CARDINAL,vaccine,vaccine,CHEMICAL,randomly allocated,allocate,allocate
13077,176.0,10.0,four screen 10,1.0,6.0,10.0,four,four,CARDINAL,10,10,CARDINAL,screened,screen,screen
13078,176.0,10.0,four screen 214,1.0,6.0,11.0,four,four,CARDINAL,214,214,CARDINAL,screened,screen,screen
13079,176.0,10.0,four screen participant,1.0,6.0,12.0,four,four,CARDINAL,participants,participant,GROUP,screened,screen,screen
13080,176.0,10.0,four screen vaccine,1.0,6.0,15.0,four,four,CARDINAL,vaccine,vaccine,CHEMICAL,screened,screen,screen
13081,176.0,10.0,four screen 3568,1.0,6.0,17.0,four,four,CARDINAL,3568,3568,CARDINAL,screened,screen,screen
13082,176.0,10.0,four screen participant,1.0,6.0,27.0,four,four,CARDINAL,participants,participant,GROUP,screened,screen,screen
13083,176.0,10.0,four screen two,1.0,6.0,33.0,four,four,CARDINAL,two,two,CARDINAL,screened,screen,screen
13084,176.0,10.0,four screen vaccine,1.0,6.0,35.0,four,four,CARDINAL,vaccine,vaccine,CHEMICAL,screened,screen,screen
13085,176.0,10.0,participant screen 10,2.0,6.0,10.0,participants,participant,GROUP,10,10,CARDINAL,screened,screen,screen
13086,176.0,10.0,participant screen 214,2.0,6.0,11.0,participants,participant,GROUP,214,214,CARDINAL,screened,screen,screen
13087,176.0,10.0,participant screen vaccine,2.0,6.0,15.0,participants,participant,GROUP,vaccine,vaccine,CHEMICAL,screened,screen,screen
13088,176.0,10.0,participant screen 3568,2.0,6.0,17.0,participants,participant,GROUP,3568,3568,CARDINAL,screened,screen,screen
13089,176.0,10.0,participant screen two,2.0,6.0,33.0,participants,participant,GROUP,two,two,CARDINAL,screened,screen,screen
13090,176.0,10.0,participant screen vaccine,2.0,6.0,35.0,participants,participant,GROUP,vaccine,vaccine,CHEMICAL,screened,screen,screen
13091,176.0,10.0,vaccine screen 10,3.0,6.0,10.0,vaccine,vaccine,CHEMICAL,10,10,CARDINAL,screened,screen,screen
13092,176.0,10.0,vaccine screen 214,3.0,6.0,11.0,vaccine,vaccine,CHEMICAL,214,214,CARDINAL,screened,screen,screen
13093,176.0,10.0,vaccine screen participant,3.0,6.0,12.0,vaccine,vaccine,CHEMICAL,participants,participant,GROUP,screened,screen,screen
13094,176.0,10.0,vaccine screen 3568,3.0,6.0,17.0,vaccine,vaccine,CHEMICAL,3568,3568,CARDINAL,screened,screen,screen
13095,176.0,10.0,vaccine screen participant,3.0,6.0,27.0,vaccine,vaccine,CHEMICAL,participants,participant,GROUP,screened,screen,screen
13096,176.0,10.0,vaccine screen two,3.0,6.0,33.0,vaccine,vaccine,CHEMICAL,two,two,CARDINAL,screened,screen,screen
13097,176.0,11.0,nine establish person-years,7.0,21.0,31.0,nine,nine,CARDINAL,person-years,person-years,GENE_OR_GENOME,consisted,consist,establish
13098,176.0,11.0,nine establish vaccine,7.0,21.0,37.0,nine,nine,CARDINAL,vaccine,vaccine,CHEMICAL,consisted,consist,establish
13099,176.0,11.0,covid-19 establish person-years,11.0,21.0,31.0,covid-19,covid-19,CORONAVIRUS,person-years,person-years,GENE_OR_GENOME,consisted,consist,establish
13100,176.0,11.0,covid-19 establish vaccine,11.0,21.0,37.0,covid-19,covid-19,CORONAVIRUS,vaccine,vaccine,CHEMICAL,consisted,consist,establish
13101,176.0,11.0,vaccine establish person-years,13.0,21.0,31.0,vaccine,vaccine,CHEMICAL,person-years,person-years,GENE_OR_GENOME,consisted,consist,establish
13102,176.0,11.0,person-years establish vaccine,20.0,21.0,37.0,person-years,person-years,GENE_OR_GENOME,vaccine,vaccine,CHEMICAL,consisted,consist,establish
13103,177.0,0.0,patient consider covid-19,3.0,6.0,9.0,patients,patient,GROUP,covid-19,covid-19,CORONAVIRUS,regarding,regard,consider
13104,177.0,0.0,patient consider vaccine,3.0,6.0,10.0,patients,patient,GROUP,vaccine,vaccine,CHEMICAL,regarding,regard,consider
13105,177.0,2.0,18 mine one,1.0,5.0,7.0,18,18,CARDINAL,one,one,CARDINAL,was mined,mine,mine
13106,177.0,2.0,18 mine covid-19,1.0,5.0,9.0,18,18,CARDINAL,covid-19,covid-19,CORONAVIRUS,was mined,mine,mine
13107,177.0,2.0,18 mine vaccine,1.0,5.0,10.0,18,18,CARDINAL,vaccine,vaccine,CHEMICAL,was mined,mine,mine
13108,177.0,2.0,allergic mine one,3.0,5.0,7.0,allergic,allergic,DISEASE_OR_SYNDROME,one,one,CARDINAL,was mined,mine,mine
13109,177.0,2.0,allergic mine covid-19,3.0,5.0,9.0,allergic,allergic,DISEASE_OR_SYNDROME,covid-19,covid-19,CORONAVIRUS,was mined,mine,mine
13110,177.0,2.0,allergic mine vaccine,3.0,5.0,10.0,allergic,allergic,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,was mined,mine,mine
13111,177.0,8.0,two see one,0.0,2.0,4.0,two,two,CARDINAL,one,one,CARDINAL,were seen,see,see
13112,177.0,8.0,aes see one,1.0,2.0,4.0,aes,aes,GENE_OR_GENOME,one,one,CARDINAL,were seen,see,see
13116,177.0,10.0,allergy make compound,1.0,13.0,14.0,allergy,allergy,DISEASE_OR_SYNDROME,compound,compound,CHEMICAL,subsided,subside,make
13117,177.0,10.0,polyethylene make compound,5.0,13.0,14.0,polyethylene,polyethylene,CHEMICAL,compound,compound,CHEMICAL,subsided,subside,make
13118,177.0,10.0,glycolpeg make compound,6.0,13.0,14.0,glycolpeg,glycolpeg,CHEMICAL,compound,compound,CHEMICAL,subsided,subside,make
13119,177.0,10.0,allergy make compound,9.0,13.0,14.0,allergy,allergy,DISEASE_OR_SYNDROME,compound,compound,CHEMICAL,subsided,subside,make
13120,177.0,11.0,patient observe allergic,1.0,9.0,10.0,patient,patient,ORGANISM,allergic,allergic,DISEASE_OR_SYNDROME,containing,contain,observe
13121,177.0,11.0,covid-19 observe allergic,4.0,9.0,10.0,covid-19,covid-19,CORONAVIRUS,allergic,allergic,DISEASE_OR_SYNDROME,containing,contain,observe
13122,177.0,11.0,indian observe allergic,7.0,9.0,10.0,indian,indian,NORP,allergic,allergic,DISEASE_OR_SYNDROME,containing,contain,observe
13123,178.0,0.0,europe induce 2021,1.0,12.0,13.0,europe,europe,LOC,2021,2021,CARDINAL,has led,lead,induce
13124,178.0,0.0,europe induce covid-19,1.0,12.0,18.0,europe,europe,LOC,covid-19,covid-19,CORONAVIRUS,has led,lead,induce
13125,178.0,0.0,europe induce death,1.0,12.0,20.0,europe,europe,LOC,death,death,DISEASE_OR_SYNDROME,has led,lead,induce
13126,178.0,0.0,europe induce uk,1.0,12.0,21.0,europe,europe,LOC,uk,uk,GPE,has led,lead,induce
13127,178.0,0.0,europe induce cancer,1.0,12.0,22.0,europe,europe,LOC,cancer,cancer,DISEASE_OR_SYNDROME,has led,lead,induce
13128,178.0,0.0,europe induce patient,1.0,12.0,23.0,europe,europe,LOC,patients,patient,GROUP,has led,lead,induce
13129,178.0,0.0,europe induce eu,1.0,12.0,27.0,europe,europe,LOC,eu,eu,ORG,has led,lead,induce
13130,178.0,0.0,uk induce 2021,4.0,12.0,13.0,uk,uk,GPE,2021,2021,CARDINAL,has led,lead,induce
13131,178.0,0.0,uk induce covid-19,4.0,12.0,18.0,uk,uk,GPE,covid-19,covid-19,CORONAVIRUS,has led,lead,induce
13132,178.0,0.0,uk induce death,4.0,12.0,20.0,uk,uk,GPE,death,death,DISEASE_OR_SYNDROME,has led,lead,induce
13133,178.0,0.0,uk induce cancer,4.0,12.0,22.0,uk,uk,GPE,cancer,cancer,DISEASE_OR_SYNDROME,has led,lead,induce
13134,178.0,0.0,uk induce patient,4.0,12.0,23.0,uk,uk,GPE,patients,patient,GROUP,has led,lead,induce
13135,178.0,0.0,uk induce eu,4.0,12.0,27.0,uk,uk,GPE,eu,eu,ORG,has led,lead,induce
13136,178.0,0.0,death induce 2021,8.0,12.0,13.0,death,death,DISEASE_OR_SYNDROME,2021,2021,CARDINAL,has led,lead,induce
13137,178.0,0.0,death induce covid-19,8.0,12.0,18.0,death,death,DISEASE_OR_SYNDROME,covid-19,covid-19,CORONAVIRUS,has led,lead,induce
13138,178.0,0.0,death induce uk,8.0,12.0,21.0,death,death,DISEASE_OR_SYNDROME,uk,uk,GPE,has led,lead,induce
13139,178.0,0.0,death induce cancer,8.0,12.0,22.0,death,death,DISEASE_OR_SYNDROME,cancer,cancer,DISEASE_OR_SYNDROME,has led,lead,induce
13140,178.0,0.0,death induce patient,8.0,12.0,23.0,death,death,DISEASE_OR_SYNDROME,patients,patient,GROUP,has led,lead,induce
13141,178.0,0.0,death induce eu,8.0,12.0,27.0,death,death,DISEASE_OR_SYNDROME,eu,eu,ORG,has led,lead,induce
13142,178.0,1.0,cancer affect covid-19,9.0,11.0,13.0,cancer,cancer,DISEASE_OR_SYNDROME,covid-19,covid-19,CORONAVIRUS,most severely affected,affect,affect
13143,178.0,1.0,cancer affect 2020,9.0,11.0,20.0,cancer,cancer,DISEASE_OR_SYNDROME,2020,2020,CARDINAL,most severely affected,affect,affect
13144,178.0,1.0,cancer affect death,9.0,11.0,26.0,cancer,cancer,DISEASE_OR_SYNDROME,death,death,DISEASE_OR_SYNDROME,most severely affected,affect,affect
13145,178.0,1.0,cancer affect uk,9.0,11.0,34.0,cancer,cancer,DISEASE_OR_SYNDROME,uk,uk,GPE,most severely affected,affect,affect
13146,178.0,1.0,cancer affect eu,9.0,11.0,36.0,cancer,cancer,DISEASE_OR_SYNDROME,eu,eu,ORG,most severely affected,affect,affect
13147,178.0,1.0,patient affect covid-19,10.0,11.0,13.0,patients,patient,GROUP,covid-19,covid-19,CORONAVIRUS,most severely affected,affect,affect
13148,178.0,1.0,patient affect 2020,10.0,11.0,20.0,patients,patient,GROUP,2020,2020,CARDINAL,most severely affected,affect,affect
13149,178.0,1.0,patient affect death,10.0,11.0,26.0,patients,patient,GROUP,death,death,DISEASE_OR_SYNDROME,most severely affected,affect,affect
13150,178.0,1.0,patient affect uk,10.0,11.0,34.0,patients,patient,GROUP,uk,uk,GPE,most severely affected,affect,affect
13151,178.0,1.0,patient affect eu,10.0,11.0,36.0,patients,patient,GROUP,eu,eu,ORG,most severely affected,affect,affect
13152,178.0,1.0,cancer aim uk,9.0,30.0,34.0,cancer,cancer,DISEASE_OR_SYNDROME,uk,uk,GPE,aimed,aim,aim
13153,178.0,1.0,cancer aim eu,9.0,30.0,36.0,cancer,cancer,DISEASE_OR_SYNDROME,eu,eu,ORG,aimed,aim,aim
13154,178.0,1.0,patient aim uk,10.0,30.0,34.0,patients,patient,GROUP,uk,uk,GPE,aimed,aim,aim
13155,178.0,1.0,patient aim eu,10.0,30.0,36.0,patients,patient,GROUP,eu,eu,ORG,aimed,aim,aim
13156,178.0,1.0,covid-19 aim uk,13.0,30.0,34.0,covid-19,covid-19,CORONAVIRUS,uk,uk,GPE,aimed,aim,aim
13157,178.0,1.0,covid-19 aim eu,13.0,30.0,36.0,covid-19,covid-19,CORONAVIRUS,eu,eu,ORG,aimed,aim,aim
13158,178.0,1.0,2020 aim uk,20.0,30.0,34.0,2020,2020,CARDINAL,uk,uk,GPE,aimed,aim,aim
13159,178.0,1.0,2020 aim eu,20.0,30.0,36.0,2020,2020,CARDINAL,eu,eu,ORG,aimed,aim,aim
13160,178.0,1.0,death aim uk,26.0,30.0,34.0,death,death,DISEASE_OR_SYNDROME,uk,uk,GPE,aimed,aim,aim
13161,178.0,1.0,death aim eu,26.0,30.0,36.0,death,death,DISEASE_OR_SYNDROME,eu,eu,ORG,aimed,aim,aim
13162,178.0,1.0,cancer compare uk,9.0,32.0,34.0,cancer,cancer,DISEASE_OR_SYNDROME,uk,uk,GPE,compare,compare,compare
13163,178.0,1.0,cancer compare eu,9.0,32.0,36.0,cancer,cancer,DISEASE_OR_SYNDROME,eu,eu,ORG,compare,compare,compare
13164,178.0,1.0,patient compare uk,10.0,32.0,34.0,patients,patient,GROUP,uk,uk,GPE,compare,compare,compare
13165,178.0,1.0,patient compare eu,10.0,32.0,36.0,patients,patient,GROUP,eu,eu,ORG,compare,compare,compare
13166,178.0,1.0,covid-19 compare uk,13.0,32.0,34.0,covid-19,covid-19,CORONAVIRUS,uk,uk,GPE,compare,compare,compare
13167,178.0,1.0,covid-19 compare eu,13.0,32.0,36.0,covid-19,covid-19,CORONAVIRUS,eu,eu,ORG,compare,compare,compare
13168,178.0,1.0,2020 compare uk,20.0,32.0,34.0,2020,2020,CARDINAL,uk,uk,GPE,compare,compare,compare
13169,178.0,1.0,2020 compare eu,20.0,32.0,36.0,2020,2020,CARDINAL,eu,eu,ORG,compare,compare,compare
13170,178.0,1.0,death compare uk,26.0,32.0,34.0,death,death,DISEASE_OR_SYNDROME,uk,uk,GPE,compare,compare,compare
13171,178.0,1.0,death compare eu,26.0,32.0,36.0,death,death,DISEASE_OR_SYNDROME,eu,eu,ORG,compare,compare,compare
13172,178.0,2.0,patient diagnose cox,1.0,19.0,20.0,patient,patient,ORGANISM,cox,cox,ORG,consecutively diagnosed,diagnose,diagnose
13173,178.0,2.0,covid-19 diagnose cox,6.0,19.0,20.0,covid-19,covid-19,CORONAVIRUS,cox,cox,ORG,consecutively diagnosed,diagnose,diagnose
13174,178.0,2.0,uk diagnose cox,10.0,19.0,20.0,uk,uk,GPE,cox,cox,ORG,consecutively diagnosed,diagnose,diagnose
13175,178.0,2.0,eu diagnose cox,11.0,19.0,20.0,eu,eu,ORG,cox,cox,ORG,consecutively diagnosed,diagnose,diagnose
13176,178.0,2.0,cohort diagnose cox,12.0,19.0,20.0,cohorts,cohort,GROUP,cox,cox,ORG,consecutively diagnosed,diagnose,diagnose
13177,178.0,2.0,patient perform covid-19,1.0,3.0,6.0,patient,patient,ORGANISM,covid-19,covid-19,CORONAVIRUS,performed,perform,perform
13178,178.0,2.0,patient perform uk,1.0,3.0,10.0,patient,patient,ORGANISM,uk,uk,GPE,performed,perform,perform
13179,178.0,2.0,patient perform eu,1.0,3.0,11.0,patient,patient,ORGANISM,eu,eu,ORG,performed,perform,perform
13180,178.0,2.0,patient perform cohort,1.0,3.0,12.0,patient,patient,ORGANISM,cohorts,cohort,GROUP,performed,perform,perform
13181,178.0,2.0,patient perform cox,1.0,3.0,20.0,patient,patient,ORGANISM,cox,cox,ORG,performed,perform,perform
13182,178.0,3.0,eu include 265,2.0,7.0,14.0,eu,eu,ORG,265,265,CARDINAL,including,include,include
13183,178.0,3.0,eu include p,2.0,7.0,15.0,eu,eu,ORG,p,p,GENE_OR_GENOME,including,include,include
13184,178.0,3.0,eu include death,2.0,7.0,19.0,eu,eu,ORG,death,death,DISEASE_OR_SYNDROME,including,include,include
13185,178.0,3.0,eu include 164,2.0,7.0,25.0,eu,eu,ORG,164,164,CARDINAL,including,include,include
13186,178.0,3.0,eu include 136-199,2.0,7.0,28.0,eu,eu,ORG,136-199,136-199,CARDINAL,including,include,include
13187,178.0,3.0,eu include covid-19,2.0,7.0,31.0,eu,eu,ORG,covid-19,covid-19,CORONAVIRUS,including,include,include
13188,178.0,3.0,eu include 4764,2.0,7.0,33.0,eu,eu,ORG,4764,4764,CARDINAL,including,include,include
13189,178.0,3.0,eu include 159,2.0,7.0,39.0,eu,eu,ORG,159,159,CARDINAL,including,include,include
13190,178.0,3.0,eu include 133-188,2.0,7.0,42.0,eu,eu,ORG,133-188,133-188,CARDINAL,including,include,include
13191,178.0,3.0,uk include 265,4.0,7.0,14.0,uk,uk,GPE,265,265,CARDINAL,including,include,include
13192,178.0,3.0,uk include p,4.0,7.0,15.0,uk,uk,GPE,p,p,GENE_OR_GENOME,including,include,include
13193,178.0,3.0,uk include death,4.0,7.0,19.0,uk,uk,GPE,death,death,DISEASE_OR_SYNDROME,including,include,include
13194,178.0,3.0,uk include 164,4.0,7.0,25.0,uk,uk,GPE,164,164,CARDINAL,including,include,include
13195,178.0,3.0,uk include 136-199,4.0,7.0,28.0,uk,uk,GPE,136-199,136-199,CARDINAL,including,include,include
13196,178.0,3.0,uk include covid-19,4.0,7.0,31.0,uk,uk,GPE,covid-19,covid-19,CORONAVIRUS,including,include,include
13197,178.0,3.0,uk include 4764,4.0,7.0,33.0,uk,uk,GPE,4764,4764,CARDINAL,including,include,include
13198,178.0,3.0,uk include 159,4.0,7.0,39.0,uk,uk,GPE,159,159,CARDINAL,including,include,include
13199,178.0,3.0,uk include 133-188,4.0,7.0,42.0,uk,uk,GPE,133-188,133-188,CARDINAL,including,include,include
13200,178.0,3.0,patient include 265,5.0,7.0,14.0,patients,patient,GROUP,265,265,CARDINAL,including,include,include
13201,178.0,3.0,patient include p,5.0,7.0,15.0,patients,patient,GROUP,p,p,GENE_OR_GENOME,including,include,include
13202,178.0,3.0,patient include death,5.0,7.0,19.0,patients,patient,GROUP,death,death,DISEASE_OR_SYNDROME,including,include,include
13203,178.0,3.0,patient include 164,5.0,7.0,25.0,patients,patient,GROUP,164,164,CARDINAL,including,include,include
13204,178.0,3.0,patient include 136-199,5.0,7.0,28.0,patients,patient,GROUP,136-199,136-199,CARDINAL,including,include,include
13205,178.0,3.0,patient include covid-19,5.0,7.0,31.0,patients,patient,GROUP,covid-19,covid-19,CORONAVIRUS,including,include,include
13206,178.0,3.0,patient include 4764,5.0,7.0,33.0,patients,patient,GROUP,4764,4764,CARDINAL,including,include,include
13207,178.0,3.0,patient include 159,5.0,7.0,39.0,patients,patient,GROUP,159,159,CARDINAL,including,include,include
13208,178.0,3.0,patient include 133-188,5.0,7.0,42.0,patients,patient,GROUP,133-188,133-188,CARDINAL,including,include,include
13209,178.0,3.0,n468 include 265,6.0,7.0,14.0,n468,n468,GENE_OR_GENOME,265,265,CARDINAL,including,include,include
13210,178.0,3.0,n468 include p,6.0,7.0,15.0,n468,n468,GENE_OR_GENOME,p,p,GENE_OR_GENOME,including,include,include
13211,178.0,3.0,n468 include death,6.0,7.0,19.0,n468,n468,GENE_OR_GENOME,death,death,DISEASE_OR_SYNDROME,including,include,include
13212,178.0,3.0,n468 include 164,6.0,7.0,25.0,n468,n468,GENE_OR_GENOME,164,164,CARDINAL,including,include,include
13213,178.0,3.0,n468 include 136-199,6.0,7.0,28.0,n468,n468,GENE_OR_GENOME,136-199,136-199,CARDINAL,including,include,include
13214,178.0,3.0,n468 include covid-19,6.0,7.0,31.0,n468,n468,GENE_OR_GENOME,covid-19,covid-19,CORONAVIRUS,including,include,include
13215,178.0,3.0,n468 include 4764,6.0,7.0,33.0,n468,n468,GENE_OR_GENOME,4764,4764,CARDINAL,including,include,include
13216,178.0,3.0,n468 include 159,6.0,7.0,39.0,n468,n468,GENE_OR_GENOME,159,159,CARDINAL,including,include,include
13217,178.0,3.0,n468 include 133-188,6.0,7.0,42.0,n468,n468,GENE_OR_GENOME,133-188,133-188,CARDINAL,including,include,include
13218,178.0,3.0,eu evaluate 164,2.0,19.0,25.0,eu,eu,ORG,164,164,CARDINAL,evaluated,evaluate,evaluate
13219,178.0,3.0,eu evaluate 136-199,2.0,19.0,28.0,eu,eu,ORG,136-199,136-199,CARDINAL,evaluated,evaluate,evaluate
13220,178.0,3.0,eu evaluate covid-19,2.0,19.0,31.0,eu,eu,ORG,covid-19,covid-19,CORONAVIRUS,evaluated,evaluate,evaluate
13221,178.0,3.0,eu evaluate 4764,2.0,19.0,33.0,eu,eu,ORG,4764,4764,CARDINAL,evaluated,evaluate,evaluate
13222,178.0,3.0,eu evaluate 159,2.0,19.0,39.0,eu,eu,ORG,159,159,CARDINAL,evaluated,evaluate,evaluate
13223,178.0,3.0,eu evaluate 133-188,2.0,19.0,42.0,eu,eu,ORG,133-188,133-188,CARDINAL,evaluated,evaluate,evaluate
13224,178.0,3.0,uk evaluate 164,4.0,19.0,25.0,uk,uk,GPE,164,164,CARDINAL,evaluated,evaluate,evaluate
13225,178.0,3.0,uk evaluate 136-199,4.0,19.0,28.0,uk,uk,GPE,136-199,136-199,CARDINAL,evaluated,evaluate,evaluate
